"Probe Set ID","Species Scientific Name","Transcript ID(Array Design)","Representative Public ID","Gene Symbol"
"1769631_at","Schizosaccharomyces pombe","SPCC5E4.06","SPCC5E4.06.S1","---"
"1769632_at","Schizosaccharomyces pombe","SPBC2A9.12","SPBC2A9.12.S1","---"
"1769633_at","Schizosaccharomyces pombe","SPAC4G9.20c","SPAC4G9.20c.S1","---"
"1769634_at","Saccharomyces cerevisiae","YHR079C","YHR079C.S1","IRE1"
"1769635_at","Saccharomyces cerevisiae","YMR184W","YMR184W.S1","ADD37"
"1769636_at","Schizosaccharomyces pombe","SPBC776.09","SPBC776.09.S1","---"
"1769637_at","Saccharomyces cerevisiae","YBL018C","YBL018C.S1","POP8"
"1769638_at","Saccharomyces cerevisiae","YNL095C","YNL095C.S1","---"
"1769639_at","Schizosaccharomyces pombe","SPAC343.05","SPAC343.05.S1","---"
"1769640_at","Saccharomyces cerevisiae","YPL101W","YPL101W.S1","ELP4"
"1769641_at","Schizosaccharomyces pombe","SPAC23G3.04","SPAC23G3.04.S1","---"
"1769642_at","Saccharomyces cerevisiae","YGR124W","YGR124W.S1","ASN2"
"1769643_at","Saccharomyces cerevisiae","YBR169C","YBR169C.S1","SSE2"
"1769644_at","Schizosaccharomyces pombe","SPBC337.10c","SPBC337.10c.S1","---"
"1769645_at","Saccharomyces cerevisiae","YMR069W","YMR069W.S1","NAT4"
"1769646_at","Schizosaccharomyces pombe","SPBC29B5.04c","SPBC29B5.04c.S1","---"
"1769647_at","Saccharomyces cerevisiae","YDR068W","YDR068W.S1","DOS2"
"1769648_at","Saccharomyces cerevisiae","YBR260C","YBR260C.S1","RGD1"
"1769649_at","Saccharomyces cerevisiae","YML017W","YML017W.S1","PSP2"
"1769650_at","Saccharomyces cerevisiae","YDR466W","YDR466W.S1","PKH3"
"1769651_at","Schizosaccharomyces pombe","SPBC18H10.08c","SPBC18H10.08c.S1","---"
"1769652_at","Schizosaccharomyces pombe","SPAC959.07","SPAC959.07.S1","---"
"1769653_s_at","Saccharomyces cerevisiae","YCL068C","YCL068C.S1","BUD5"
"1769654_at","Saccharomyces cerevisiae","YFL049W","YFL049W.S1","SWP82"
"1769655_at","Saccharomyces cerevisiae","YKL167C","YKL167C.S1","MRP49"
"1769656_at","Schizosaccharomyces pombe","SPAC19A8.14","SPAC19A8.14.S1","---"
"1769657_at","Saccharomyces cerevisiae","YOR264W","YOR264W.S1","DSE3"
"1769658_at","Schizosaccharomyces pombe","SPBPB21E7.07","SPBPB21E7.07.S1","---"
"1769659_at","Saccharomyces cerevisiae","YIR039C","YIR039C.S1","YPS6"
"1769660_at","Schizosaccharomyces pombe","SPAC22G7.06c","SPAC22G7.06c.S1","---"
"1769661_at","Schizosaccharomyces pombe","SPAC12G12.08","SPAC12G12.08.S1","---"
"1769662_at","Schizosaccharomyces pombe","SPAC23H3.09c","SPAC23H3.09c.S1","---"
"1769663_at","Saccharomyces cerevisiae","YDL061C","YDL061C.S1","RPS29B"
"1769664_at","Schizosaccharomyces pombe","SPAC17G6.09","SPAC17G6.09.S1","---"
"1769665_at","Saccharomyces cerevisiae","YKL108W","YKL108W.S1","SLD2"
"1769666_at","Saccharomyces cerevisiae","YLR127C","YLR127C.S1","APC2"
"1769667_at","Saccharomyces cerevisiae","YOL122C","YOL122C.S1","SMF1"
"1769668_at","Schizosaccharomyces pombe","SPAC17A2.10c","SPAC17A2.10c.S1","---"
"1769669_at","Schizosaccharomyces pombe","SPBC18H10.14","SPBC18H10.14.S1","---"
"1769670_at","Saccharomyces cerevisiae","YKL208W","YKL208W.S1","CBT1"
"1769671_at","Saccharomyces cerevisiae","YPR117W","YPR117W.S1","---"
"1769672_at","Schizosaccharomyces pombe","SPAC17C9.05c","SPAC17C9.05c.S1","---"
"1769673_at","Schizosaccharomyces pombe","SPCC338.08","SPCC338.08.S1","---"
"1769674_at","Saccharomyces cerevisiae","YPL119C","YPL119C.S1","DBP1"
"1769675_at","Saccharomyces cerevisiae","YDL177C","YDL177C.S1","---"
"1769676_at","Schizosaccharomyces pombe","SPCC31H12.05c","SPCC31H12.05c.S1","---"
"1769677_at","Saccharomyces cerevisiae","YDR195W","YDR195W.S1","REF2"
"1769678_at","Schizosaccharomyces pombe","SPAC1142.09","SPAC1142.09.S1","---"
"1769679_at","Saccharomyces cerevisiae","YER053C","YER053C.S1","PIC2"
"1769680_at","Schizosaccharomyces pombe","SPAC890.04c","SPAC890.04c.S1","---"
"1769681_at","Saccharomyces cerevisiae","YOL105C","YOL105C.S1","WSC3"
"1769682_at","Saccharomyces cerevisiae","YOR104W","YOR104W.S1","PIN2"
"1769683_at","Saccharomyces cerevisiae","YCL018W","YCL018W.S1","LEU2"
"1769684_at","Saccharomyces cerevisiae","YBR110W","YBR110W.S1","ALG1"
"1769685_at","Saccharomyces cerevisiae","YDR518W","YDR518W.S1","EUG1"
"1769686_at","Schizosaccharomyces pombe","SPBC3B9.05","SPBC3B9.05.S1","---"
"1769687_at","Schizosaccharomyces pombe","SPBC28F2.12","SPBC28F2.12.S1","---"
"1769688_at","Saccharomyces cerevisiae","YDR210W","YDR210W.S1","---"
"1769689_at","Schizosaccharomyces pombe","SPBC19F8.07","SPBC19F8.07.S1","---"
"1769690_at","Saccharomyces cerevisiae","YJR033C","YJR033C.S1","RAV1"
"1769691_at","Saccharomyces cerevisiae","YLR089C","YLR089C.S1","ALT1"
"1769692_at","Schizosaccharomyces pombe","SPAC23C11.14","SPAC23C11.14.S1","---"
"1769693_at","Schizosaccharomyces pombe","SPAC607.10","SPAC607.10.S1","---"
"1769694_at","Saccharomyces cerevisiae","YBL036C","YBL036C.S1","---"
"1769695_at","Saccharomyces cerevisiae","YDR363W","YDR363W.S1","ESC2"
"1769696_at","Schizosaccharomyces pombe","SPBC15D4.05","SPBC15D4.05.S1","---"
"1769697_at","Saccharomyces cerevisiae","YBR002C","YBR002C.S1","RER2"
"1769698_at","Saccharomyces cerevisiae","YMR227C","YMR227C.S1","TAF7"
"1769699_at","Schizosaccharomyces pombe","SPBC106.06","SPBC106.06.S1","---"
"1769700_at","Schizosaccharomyces pombe","SPBP4H10.12","SPBP4H10.12.S1","---"
"1769701_at","Schizosaccharomyces pombe","SPAC227.17c","SPAC227.17c.S1","---"
"1769702_at","Schizosaccharomyces pombe","SPCC70.04c","SPCC70.04c.S1","---"
"1769703_at","Saccharomyces cerevisiae","YJL097W","YJL097W.S1","PHS1"
"1769704_at","Schizosaccharomyces pombe","SPAC56F8.09","SPAC56F8.09.S1","---"
"1769705_at","Schizosaccharomyces pombe","SPAC3H5.11","SPAC3H5.11.S1","---"
"1769706_at","Schizosaccharomyces pombe","SPBC83.06c","SPBC83.06c.S1","---"
"1769707_at","Saccharomyces cerevisiae","YNL118C","YNL118C.S1","DCP2"
"1769708_at","Saccharomyces cerevisiae","YIL161W","YIL161W.S1","---"
"1769709_at","Saccharomyces cerevisiae","YCL054W","YCL054W.S1","SPB1"
"1769710_at","Saccharomyces cerevisiae","YDR006C","YDR006C.S1","SOK1"
"1769711_at","Saccharomyces cerevisiae","YOL019W-A","YOL019W-A.S1","---"
"1769712_at","Schizosaccharomyces pombe","SPAC19A8.06","SPAC19A8.06.S1","---"
"1769713_at","Saccharomyces cerevisiae","YOL162W","YOL162W.S1","---"
"1769714_at","Schizosaccharomyces pombe","SPAC1687.14c","SPAC1687.14c.S1","---"
"1769715_at","Schizosaccharomyces pombe","SPAC29B12.14c","SPAC29B12.14c.S1","---"
"1769716_at","Saccharomyces cerevisiae","YPR121W","YPR121W.S1","THI22"
"1769717_at","Saccharomyces cerevisiae","YPR031W","YPR031W.S1","NTO1"
"1769718_at","Schizosaccharomyces pombe","SPBC4F6.15c","SPBC4F6.15c.S1","---"
"1769719_at","Saccharomyces cerevisiae","YFL039C","YFL039C.S1","ACT1"
"1769720_at","Saccharomyces cerevisiae","YFL047W","YFL047W.S1","RGD2"
"1769721_at","Saccharomyces cerevisiae","YDR331W","YDR331W.S1","GPI8"
"1769722_at","Schizosaccharomyces pombe","SPBC557.02c","SPBC557.02c.S1","---"
"1769723_at","Saccharomyces cerevisiae","YGR174W-A","YGR174W-A.S1","---"
"1769724_at","Schizosaccharomyces pombe","SPBC119.07","SPBC119.07.S1","---"
"1769725_at","Schizosaccharomyces pombe","SPAC22H10.13","SPAC22H10.13.S1","---"
"1769726_at","Saccharomyces cerevisiae","YDR515W","YDR515W.S1","SLF1"
"1769727_s_at","Saccharomyces cerevisiae","YDL184C","YDL184C.S1","RPL41A /// RPL41B"
"1769728_at","Schizosaccharomyces pombe","SPBC1709.15c","SPBC1709.15c.S1","---"
"1769729_at","Schizosaccharomyces pombe","SPBC1289.12","SPBC1289.12.S1","---"
"1769730_at","Saccharomyces cerevisiae","YHR128W","YHR128W.S1","FUR1"
"1769731_at","Saccharomyces cerevisiae","YDR261C","YDR261C.S1","EXG2"
"1769732_at","Saccharomyces cerevisiae","YOL077W-A","YOL077W-A.S1","ATP19"
"1769733_at","Schizosaccharomyces pombe","SPAC9E9.08","SPAC9E9.08.S1","---"
"1769734_s_at","Schizosaccharomyces pombe","SPAC186.03","SPAC186.03.S1","---"
"1769735_at","Saccharomyces cerevisiae","YJR058C","YJR058C.S1","APS2"
"1769736_at","Schizosaccharomyces pombe","SPBC21B10.13c","SPBC21B10.13c.S1","---"
"1769737_at","Schizosaccharomyces pombe","SPAC664.15","SPAC664.15.S1","---"
"1769738_at","Schizosaccharomyces pombe","SPAC3F10.17","SPAC3F10.17.S1","---"
"1769739_at","Schizosaccharomyces pombe","SPAC27D7.11c","SPAC27D7.11c.S1","---"
"1769740_at","Saccharomyces cerevisiae","YDR118W","YDR118W.S1","APC4"
"1769741_at","Saccharomyces cerevisiae","YDR119W","YDR119W.S1","---"
"1769742_at","Saccharomyces cerevisiae","YDL125C","YDL125C.S1","HNT1"
"1769743_s_at","Saccharomyces cerevisiae","YDL191W","YDL191W.S1","RPL35A /// RPL35B"
"1769744_at","Schizosaccharomyces pombe","SPAC9G1.06c","SPAC9G1.06c.S1","---"
"1769745_at","Saccharomyces cerevisiae","YMR178W","YMR178W.S1","---"
"1769746_at","Saccharomyces cerevisiae","YGR083C","YGR083C.S1","GCD2"
"1769747_at","Schizosaccharomyces pombe","SPBC19C2.10","SPBC19C2.10.S1","---"
"1769748_at","Schizosaccharomyces pombe","SPBC336.14c","SPBC336.14c.S1","---"
"1769749_at","Schizosaccharomyces pombe","SPBC2G2.01c","SPBC2G2.01c.S1","---"
"1769750_at","Saccharomyces cerevisiae","YDR253C","YDR253C.S1","MET32"
"1769751_at","Saccharomyces cerevisiae","YOR285W","YOR285W.S1","---"
"1769752_at","Schizosaccharomyces pombe","SPBP4H10.09","SPBP4H10.09.S1","---"
"1769754_at","Schizosaccharomyces pombe","SPAC32A11.02c","SPAC32A11.02c.S1","---"
"1769755_at","Schizosaccharomyces pombe","SPAC6F12.14","SPAC6F12.14.S1","---"
"1769756_at","Saccharomyces cerevisiae","YBR017C","YBR017C.S1","KAP104"
"1769757_at","Schizosaccharomyces pombe","SPAC1687.22c","SPAC1687.22c.S1","---"
"1769758_at","Saccharomyces cerevisiae","YPL235W","YPL235W.S1","RVB2"
"1769759_at","Saccharomyces cerevisiae","YFL067W","YFL067W.S1","---"
"1769760_at","Saccharomyces cerevisiae","YGR075C","YGR075C.S1","PRP38"
"1769761_at","Schizosaccharomyces pombe","SPCC1442.05c","SPCC1442.05c.S1","---"
"1769762_at","Schizosaccharomyces pombe","SPBC543.09","SPBC543.09.S1","---"
"1769763_at","Schizosaccharomyces pombe","SPAC9G1.04","SPAC9G1.04.S1","---"
"1769764_at","Saccharomyces cerevisiae","YOR223W","YOR223W.S1","---"
"1769765_at","Saccharomyces cerevisiae","YBR084C-A","YBR084C-A.S1","RPL19A"
"1769766_at","Saccharomyces cerevisiae","YBR296C","YBR296C.S1","PHO89"
"1769767_at","Saccharomyces cerevisiae","YIL132C","YIL132C.S1","CSM2"
"1769768_at","Schizosaccharomyces pombe","SPAC1B2.02c","SPAC1B2.02c.S1","---"
"1769769_at","Schizosaccharomyces pombe","SPBC947.10","SPBC947.10.S1","---"
"1769770_at","Saccharomyces cerevisiae","YML064C","YML064C.S1","TEM1"
"1769771_at","Schizosaccharomyces pombe","SPAC22F3.04","SPAC22F3.04.S1","---"
"1769772_at","Schizosaccharomyces pombe","SPAC10F6.11c","SPAC10F6.11c.S1","---"
"1769773_at","Saccharomyces cerevisiae","YDL176W","YDL176W.S1","---"
"1769774_at","Saccharomyces cerevisiae","YGL114W","YGL114W.S1","---"
"1769775_at","Saccharomyces cerevisiae","YJL192C","YJL192C.S1","SOP4"
"1769776_at","Saccharomyces cerevisiae","YHR005C","YHR005C.S1","GPA1"
"1769777_at","Saccharomyces cerevisiae","YPL130W","YPL130W.S1","SPO19"
"1769778_at","Saccharomyces cerevisiae","YJR067C","YJR067C.S1","YAE1"
"1769779_at","Saccharomyces cerevisiae","YCR088W","YCR088W.S1","ABP1"
"1769780_at","Schizosaccharomyces pombe","SPBC1652.01","SPBC1652.01.S1","---"
"1769781_at","Saccharomyces cerevisiae","YDR393W","YDR393W.S1","SHE9"
"1769782_at","Saccharomyces cerevisiae","YPL215W","YPL215W.S1","CBP3"
"1769783_at","Saccharomyces cerevisiae","YGR279C","YGR279C.S1","SCW4"
"1769784_at","Schizosaccharomyces pombe","SPAC664.10","SPAC664.10.S1","---"
"1769785_at","Saccharomyces cerevisiae","YAL003W","YAL003W.S1","EFB1"
"1769786_at","Saccharomyces cerevisiae","YOR161C-C","YOR161C-C.S1","---"
"1769787_at","Schizosaccharomyces pombe","SPBC577.13","SPBC577.13.S1","---"
"1769788_at","Saccharomyces cerevisiae","YML023C","YML023C.S1","NSE5"
"1769789_at","Schizosaccharomyces pombe","SPCC1672.08c","SPCC1672.08c.S1","---"
"1769790_at","Schizosaccharomyces pombe","SPCC290.04","SPCC290.04.S1","---"
"1769791_at","Saccharomyces cerevisiae","YDR168W","YDR168W.S1","CDC37"
"1769792_at","Saccharomyces cerevisiae","YGL196W","YGL196W.S1","DSD1"
"1769793_at","Saccharomyces cerevisiae","YFR036W","YFR036W.S1","CDC26"
"1769794_at","Schizosaccharomyces pombe","SPAC186.04c","SPAC186.04c.S1","---"
"1769795_at","Saccharomyces cerevisiae","YBL089W","YBL089W.S1","AVT5"
"1769796_at","Saccharomyces cerevisiae","YHR124W","YHR124W.S1","NDT80"
"1769797_at","Schizosaccharomyces pombe","SPAC6F12.16c","SPAC6F12.16c.S1","---"
"1769798_at","Saccharomyces cerevisiae","YGL036W","YGL036W.S1","---"
"1769799_at","Saccharomyces cerevisiae","YJL134W","YJL134W.S1","LCB3"
"1769800_at","Saccharomyces cerevisiae","YDR231C","YDR231C.S1","COX20"
"1769801_at","Saccharomyces cerevisiae","YHR114W","YHR114W.S1","BZZ1"
"1769802_at","Saccharomyces cerevisiae","YML010W","YML010W.S1","SPT5"
"1769803_s_at","Saccharomyces cerevisiae","YHR053C","YHR053C.S1","CUP1-1 /// CUP1-2"
"1769804_at","Saccharomyces cerevisiae","YGL104C","YGL104C.S1","VPS73"
"1769805_at","Saccharomyces cerevisiae","YMR169C","YMR169C.S1","ALD3"
"1769806_at","Saccharomyces cerevisiae","YMR226C","YMR226C.S1","---"
"1769807_at","Schizosaccharomyces pombe","SPBC3B9.09","SPBC3B9.09.S1","---"
"1769808_at","Saccharomyces cerevisiae","YOL071W","YOL071W.S1","EMI5"
"1769809_at","Saccharomyces cerevisiae","YDL012C","YDL012C.S1","---"
"1769810_at","Saccharomyces cerevisiae","YDR206W","YDR206W.S1","EBS1"
"1769811_at","Schizosaccharomyces pombe","SPAC57A7.07c","SPAC57A7.07c.S1","---"
"1769812_at","Saccharomyces cerevisiae","YHR191C","YHR191C.S1","CTF8"
"1769813_at","Saccharomyces cerevisiae","YOR329C","YOR329C.S1","SCD5"
"1769814_at","Schizosaccharomyces pombe","SPAC10F6.10","SPAC10F6.10.S1","---"
"1769815_at","Schizosaccharomyces pombe","SPBC83.12","SPBC83.12.S1","---"
"1769816_at","Schizosaccharomyces pombe","SPBPJ4664.05","SPBPJ4664.05.S1","---"
"1769817_at","Schizosaccharomyces pombe","SPAC631.01c","SPAC631.01c.S1","---"
"1769818_at","Saccharomyces cerevisiae","YOL011W","YOL011W.S1","PLB3"
"1769819_at","Saccharomyces cerevisiae","YPL002C","YPL002C.S1","SNF8"
"1769820_at","Schizosaccharomyces pombe","SPBC14F5.12c","SPBC14F5.12c.S1","---"
"1769821_at","Schizosaccharomyces pombe","SPCC962.03c","SPCC962.03c.S1","---"
"1769822_at","Schizosaccharomyces pombe","SPCC663.04","SPCC663.04.S1","---"
"1769823_at","Saccharomyces cerevisiae","YER167W","YER167W.S1","BCK2"
"1769824_at","Schizosaccharomyces pombe","SPBC16G5.15c","SPBC16G5.15c.S1","---"
"1769825_at","Schizosaccharomyces pombe","SPAC186.06","SPAC186.06.S1","---"
"1769826_at","Schizosaccharomyces pombe","SPCC1322.03","SPCC1322.03.S1","---"
"1769827_at","Schizosaccharomyces pombe","SPCC613.09","SPCC613.09.S1","---"
"1769828_at","Saccharomyces cerevisiae","YKL194C","YKL194C.S1","MST1"
"1769829_at","Saccharomyces cerevisiae","YDR450W","YDR450W.S1","RPS18A"
"1769830_at","Schizosaccharomyces pombe","SPBC32H8.12c","SPBC32H8.12c.S1","---"
"1769831_at","Schizosaccharomyces pombe","SPCC4G3.18","SPCC4G3.18.S1","---"
"1769832_at","Saccharomyces cerevisiae","YNR062C","YNR062C.S1","---"
"1769833_at","Saccharomyces cerevisiae","YHL020C","YHL020C.S1","OPI1"
"1769834_at","Saccharomyces cerevisiae","YOR025W","YOR025W.S1","HST3"
"1769835_at","Schizosaccharomyces pombe","SPBC16E9.17c","SPBC16E9.17c.S1","---"
"1769836_at","Schizosaccharomyces pombe","SPCC18.02","SPCC18.02.S1","---"
"1769837_at","Saccharomyces cerevisiae","YGL179C","YGL179C.S1","TOS3"
"1769838_at","Schizosaccharomyces pombe","SPBC24C6.09c","SPBC24C6.09c.S1","---"
"1769839_at","Schizosaccharomyces pombe","SPCC18B5.06","SPCC18B5.06.S1","---"
"1769840_at","Schizosaccharomyces pombe","SPAC17G8.11c","SPAC17G8.11c.S1","---"
"1769841_at","Schizosaccharomyces pombe","SPBC4C3.08","SPBC4C3.08.S1","---"
"1769842_at","Schizosaccharomyces pombe","SPAC12G12.16c","SPAC12G12.16c.S1","---"
"1769843_at","Schizosaccharomyces pombe","SPAC139.06","SPAC139.06.S1","---"
"1769844_at","Saccharomyces cerevisiae","YFL046W","YFL046W.S1","---"
"1769845_at","Saccharomyces cerevisiae","YHL032C","YHL032C.S1","GUT1"
"1769846_at","Schizosaccharomyces pombe","SPBC405.02c","SPBC405.02c.S1","---"
"1769847_at","Schizosaccharomyces pombe","SPAC31G5.07","SPAC31G5.07.S1","---"
"1769848_at","Saccharomyces cerevisiae","YKL140W","YKL140W.S1","TGL1"
"1769849_at","Schizosaccharomyces pombe","SPAC26A3.03c","SPAC26A3.03c.S1","---"
"1769850_at","Saccharomyces cerevisiae","YPL127C","YPL127C.S1","HHO1"
"1769851_at","Saccharomyces cerevisiae","YKL211C","YKL211C.S1","TRP3"
"1769852_at","Saccharomyces cerevisiae","YBR142W","YBR142W.S1","MAK5"
"1769853_at","Saccharomyces cerevisiae","YBR295W","YBR295W.S1","PCA1"
"1769854_at","Saccharomyces cerevisiae","YDR223W","YDR223W.S1","CRF1"
"1769855_at","Schizosaccharomyces pombe","SPBP8B7.11","SPBP8B7.11.S1","---"
"1769856_at","Schizosaccharomyces pombe","SPAC20G4.03c","SPAC20G4.03c.S1","---"
"1769857_at","Saccharomyces cerevisiae","YKL085W","YKL085W.S1","MDH1"
"1769858_at","Saccharomyces cerevisiae","YLR029C","YLR029C.S1","RPL15A"
"1769859_at","Schizosaccharomyces pombe","SPAC22F3.09c","SPAC22F3.09c.S1","---"
"1769860_at","Saccharomyces cerevisiae","YCR020W-B","YCR020W-B.S1","HTL1"
"1769861_at","Schizosaccharomyces pombe","SPCC24B10.08c","SPCC24B10.08c.S1","---"
"1769862_at","Schizosaccharomyces pombe","SPCC1753.04","SPCC1753.04.S1","---"
"1769863_at","Saccharomyces cerevisiae","YJL025W","YJL025W.S1","RRN7"
"1769864_at","Schizosaccharomyces pombe","SPBC3B8.01c","SPBC3B8.01c.S1","---"
"1769865_at","Saccharomyces cerevisiae","YMR048W","YMR048W.S1","CSM3"
"1769866_at","Saccharomyces cerevisiae","YLR312W-A","YLR312W-A.S1","MRPL15"
"1769867_at","Schizosaccharomyces pombe","SPAC607.09c","SPAC607.09c.S1","---"
"1769868_at","Saccharomyces cerevisiae","YML091C","YML091C.S1","RPM2"
"1769869_at","Schizosaccharomyces pombe","SPBC13G1.02","SPBC13G1.02.S1","---"
"1769870_at","Saccharomyces cerevisiae","YLR299W","YLR299W.S1","ECM38"
"1769871_at","Saccharomyces cerevisiae","YMR128W","YMR128W.S1","ECM16"
"1769872_at","Schizosaccharomyces pombe","SPBC1198.09","SPBC1198.09.S1","---"
"1769873_s_at","Schizosaccharomyces pombe","SPAC167.08","SPAC167.08.S1","---"
"1769874_at","Saccharomyces cerevisiae","YPR155C","YPR155C.S1","NCA2"
"1769875_at","Saccharomyces cerevisiae","YLR240W","YLR240W.S1","VPS34"
"1769876_at","Saccharomyces cerevisiae","YOR338W","YOR338W.S1","---"
"1769877_at","Saccharomyces cerevisiae","YIL052C","YIL052C.S1","RPL34B"
"1769878_at","Schizosaccharomyces pombe","SPBC30D10.16","SPBC30D10.16.S1","---"
"1769879_at","Schizosaccharomyces pombe","SPBC2F12.08c","SPBC2F12.08c.S1","---"
"1769880_at","Saccharomyces cerevisiae","YLR137W","YLR137W.S1","---"
"1769882_s_at","Schizosaccharomyces pombe","SPAC977.11","SPAC977.11.S1","---"
"1769883_at","Schizosaccharomyces pombe","SPBC4C3.10c","SPBC4C3.10c.S1","---"
"1769884_at","Schizosaccharomyces pombe","SPBC3E7.04c","SPBC3E7.04c.S1","---"
"1769885_at","Saccharomyces cerevisiae","YJL196C","YJL196C.S1","ELO1"
"1769886_s_at","Schizosaccharomyces pombe","SPAC977.05c","SPAC977.05c.S1","---"
"1769887_at","Saccharomyces cerevisiae","YHR133C","YHR133C.S1","NSG1"
"1769888_at","Saccharomyces cerevisiae","YOR179C","YOR179C.S1","SYC1"
"1769889_at","Schizosaccharomyces pombe","SPAC3H8.05c","SPAC3H8.05c.S1","---"
"1769890_at","Saccharomyces cerevisiae","YMR131C","YMR131C.S1","RRB1"
"1769891_at","Saccharomyces cerevisiae","YNL055C","YNL055C.S1","POR1 /// POR2"
"1769892_at","Saccharomyces cerevisiae","YJR135C","YJR135C.S1","MCM22"
"1769893_at","Schizosaccharomyces pombe","SPAC4A8.05c","SPAC4A8.05c.S1","---"
"1769894_at","Schizosaccharomyces pombe","SPAC23A1.07","SPAC23A1.07.S1","---"
"1769895_at","Saccharomyces cerevisiae","YIL128W","YIL128W.S1","MET18"
"1769896_at","Schizosaccharomyces pombe","SPCC777.10c","SPCC777.10c.S1","---"
"1769897_at","Schizosaccharomyces pombe","SPBC691.04","SPBC691.04.S1","---"
"1769898_at","Schizosaccharomyces pombe","SPBC16H5.10c","SPBC16H5.10c.S1","---"
"1769899_at","Schizosaccharomyces pombe","SPAC688.10","SPAC688.10.S1","---"
"1769900_at","Saccharomyces cerevisiae","YBR128C","YBR128C.S1","ATG14"
"1769901_at","Saccharomyces cerevisiae","YCR094W","YCR094W.S1","CDC50"
"1769902_at","Schizosaccharomyces pombe","SPCC1450.01c","SPCC1450.01c.S1","---"
"1769903_at","Saccharomyces cerevisiae","YLR212C","YLR212C.S1","TUB4"
"1769904_at","Saccharomyces cerevisiae","YDL108W","YDL108W.S1","KIN28"
"1769905_at","Saccharomyces cerevisiae","YJR151C","YJR151C.S1","DAN4"
"1769906_at","Saccharomyces cerevisiae","YOR042W","YOR042W.S1","CUE5"
"1769907_at","Saccharomyces cerevisiae","YGL252C","YGL252C.S1","RTG2"
"1769908_at","Saccharomyces cerevisiae","YLR262C","YLR262C.S1","YPT6"
"1769909_at","Schizosaccharomyces pombe","SPAC1783.04c","SPAC1783.04c.S1","---"
"1769910_at","Schizosaccharomyces pombe","SPAC22G7.10","SPAC22G7.10.S1","---"
"1769911_at","Schizosaccharomyces pombe","SPBC651.10","SPBC651.10.S1","---"
"1769912_at","Schizosaccharomyces pombe","SPBP8B7.27","SPBP8B7.27.S1","---"
"1769913_s_at","Saccharomyces cerevisiae","YDL244W","YDL244W.S1","THI11 /// THI12 /// THI13 /// THI5"
"1769914_at","Saccharomyces cerevisiae","YDR076W","YDR076W.S1","RAD55"
"1769915_at","Schizosaccharomyces pombe","SPCC306.06c","SPCC306.06c.S1","---"
"1769916_at","Saccharomyces cerevisiae","YLL050C","YLL050C.S1","COF1"
"1769917_at","Schizosaccharomyces pombe","SPBC4F6.10","SPBC4F6.10.S1","---"
"1769918_at","Schizosaccharomyces pombe","SPAC21E11.07","SPAC21E11.07.S1","---"
"1769919_at","Saccharomyces cerevisiae","YPL131W","YPL131W.S1","RPL5"
"1769920_at","Schizosaccharomyces pombe","SPCC320.14","SPCC320.14.S1","---"
