"Probe Set ID","Species Scientific Name","Transcript ID(Array Design)","Representative Public ID","Gene Symbol"
"1777889_at","Saccharomyces cerevisiae","YPL008W","YPL008W.S1","CHL1"
"1777890_at","Schizosaccharomyces pombe","SPAC1F7.03","SPAC1F7.03.S1","---"
"1777891_at","Saccharomyces cerevisiae","YKL179C","YKL179C.S1","COY1"
"1777892_at","Saccharomyces cerevisiae","YMR176W","YMR176W.S1","ECM5"
"1777893_at","Schizosaccharomyces pombe","SPAC4H3.02c","SPAC4H3.02c.S1","---"
"1777894_at","Schizosaccharomyces pombe","SPBC1718.02","SPBC1718.02.S1","---"
"1777895_at","Schizosaccharomyces pombe","SPCC4G3.10c","SPCC4G3.10c.S1","---"
"1777896_at","Saccharomyces cerevisiae","YGL106W","YGL106W.S1","MLC1"
"1777898_at","Saccharomyces cerevisiae","YHR039C","YHR039C.S1","MSC7"
"1777899_at","Saccharomyces cerevisiae","YIL035C","YIL035C.S1","CKA1"
"1777900_at","Schizosaccharomyces pombe","SPCC16C4.15","SPCC16C4.15.S1","---"
"1777901_at","Schizosaccharomyces pombe","SPBC409.04c","SPBC409.04c.S1","---"
"1777902_at","Saccharomyces cerevisiae","YGL241W","YGL241W.S1","KAP114"
"1777903_at","Saccharomyces cerevisiae","YJL198W","YJL198W.S1","PHO90"
"1777904_at","Schizosaccharomyces pombe","SPBC15D4.03","SPBC15D4.03.S1","---"
"1777905_at","Schizosaccharomyces pombe","SPAC688.12c","SPAC688.12c.S1","---"
"1777906_at","Schizosaccharomyces pombe","SPAC7D4.03c","SPAC7D4.03c.S1","---"
"1777907_at","Schizosaccharomyces pombe","SPCC1494.08c","SPCC1494.08c.S1","---"
"1777908_at","Schizosaccharomyces pombe","SPAC17H9.16","SPAC17H9.16.S1","---"
"1777909_at","Saccharomyces cerevisiae","YPL064C","YPL064C.S1","CWC27"
"1777910_at","Saccharomyces cerevisiae","YML109W","YML109W.S1","ZDS2"
"1777911_at","Schizosaccharomyces pombe","SPAP8A3.12c","SPAP8A3.12c.S1","---"
"1777912_at","Schizosaccharomyces pombe","SPAC11G7.03","SPAC11G7.03.S1","---"
"1777913_at","Saccharomyces cerevisiae","YPL152W-A","YPL152W-A.S1","---"
"1777914_at","Schizosaccharomyces pombe","SPAC22G7.02","SPAC22G7.02.S1","---"
"1777915_at","Schizosaccharomyces pombe","SPCC1442.12","SPCC1442.12.S1","---"
"1777916_at","Saccharomyces cerevisiae","YKL092C","YKL092C.S1","BUD2"
"1777917_at","Saccharomyces cerevisiae","YDR277C","YDR277C.S1","MTH1"
"1777918_at","Saccharomyces cerevisiae","YIL122W","YIL122W.S1","POG1"
"1777919_at","Saccharomyces cerevisiae","YKL171W","YKL171W.S1","---"
"1777920_at","Schizosaccharomyces pombe","SPAP8A3.03","SPAP8A3.03.S1","---"
"1777921_at","Saccharomyces cerevisiae","YGR251W","YGR251W.S1","---"
"1777922_at","Saccharomyces cerevisiae","YNL300W","YNL300W.S1","---"
"1777923_at","Saccharomyces cerevisiae","YDR042C","YDR042C.S1","---"
"1777924_at","Saccharomyces cerevisiae","YOR072W-B","YOR072W-B.S1","---"
"1777925_at","Saccharomyces cerevisiae","YLL063C","YLL063C.S1","AYT1"
"1777926_at","Schizosaccharomyces pombe","SPAC22F3.08c","SPAC22F3.08c.S1","---"
"1777927_at","Saccharomyces cerevisiae","YKL078W","YKL078W.S1","DHR2"
"1777928_at","Saccharomyces cerevisiae","YJL157C","YJL157C.S1","FAR1"
"1777929_at","Saccharomyces cerevisiae","YLR117C","YLR117C.S1","CLF1"
"1777930_at","Schizosaccharomyces pombe","SPAPB2B4.02","SPAPB2B4.02.S1","---"
"1777931_at","Schizosaccharomyces pombe","SPAC22H12.02","SPAC22H12.02.S1","---"
"1777932_at","Schizosaccharomyces pombe","SPCC1795.03","SPCC1795.03.S1","---"
"1777933_at","Saccharomyces cerevisiae","YEL005C","YEL005C.S1","VAB2"
"1777934_at","Schizosaccharomyces pombe","SPBC776.15c","SPBC776.15c.S1","---"
"1777935_at","Schizosaccharomyces pombe","SPAC15A10.09c","SPAC15A10.09c.S1","---"
"1777936_at","Schizosaccharomyces pombe","SPAC27D7.12","SPAC27D7.12.S1","---"
"1777937_at","Saccharomyces cerevisiae","YMR194C-B","YMR194C-B.S1","---"
"1777938_at","Saccharomyces cerevisiae","YDL209C","YDL209C.S1","CWC2"
"1777939_at","Saccharomyces cerevisiae","YGR105W","YGR105W.S1","VMA21"
"1777940_at","Schizosaccharomyces pombe","SPACUNK4.19","SPACUNK4.19.S1","---"
"1777941_at","Saccharomyces cerevisiae","YCL033C","YCL033C.S1","---"
"1777942_at","Saccharomyces cerevisiae","YBR220C","YBR220C.S1","---"
"1777943_at","Schizosaccharomyces pombe","SPAC1002.21","SPAC1002.21.S1","---"
"1777944_at","Saccharomyces cerevisiae","YNL151C","YNL151C.S1","RPC31"
"1777945_at","Saccharomyces cerevisiae","YGR138C","YGR138C.S1","TPO2"
"1777946_at","Saccharomyces cerevisiae","YLR010C","YLR010C.S1","TEN1"
"1777947_at","Saccharomyces cerevisiae","YDR425W","YDR425W.S1","SNX41"
"1777948_at","Saccharomyces cerevisiae","YPR016C","YPR016C.S1","TIF6"
"1777949_at","Saccharomyces cerevisiae","YOR043W","YOR043W.S1","WHI2"
"1777950_at","Schizosaccharomyces pombe","SPBC13E7.09","SPBC13E7.09.S1","---"
"1777951_at","Schizosaccharomyces pombe","SPCC4G3.17","SPCC4G3.17.S1","---"
"1777952_at","Schizosaccharomyces pombe","SPBC15D4.04","SPBC15D4.04.S1","---"
"1777953_at","Schizosaccharomyces pombe","SPAC13G6.10c","SPAC13G6.10c.S1","---"
"1777954_at","Schizosaccharomyces pombe","SPAC20H4.05c","SPAC20H4.05c.S1","---"
"1777955_at","Saccharomyces cerevisiae","YGR118W","YGR118W.S1","RPS23A"
"1777956_at","Saccharomyces cerevisiae","YJR006W","YJR006W.S1","POL31"
"1777957_at","Schizosaccharomyces pombe","SPBC16D10.03","SPBC16D10.03.S1","---"
"1777958_at","Schizosaccharomyces pombe","SPBC2D10.09","SPBC2D10.09.S1","---"
"1777959_at","Saccharomyces cerevisiae","YKL113C","YKL113C.S1","RAD27"
"1777960_at","Schizosaccharomyces pombe","SPBC146.03c","SPBC146.03c.S1","---"
"1777961_at","Schizosaccharomyces pombe","SPCC320.09","SPCC320.09.S1","---"
"1777962_at","Saccharomyces cerevisiae","YJL184W","YJL184W.S1","GON7"
"1777963_at","Saccharomyces cerevisiae","YNL085W","YNL085W.S1","MKT1"
"1777964_at","Saccharomyces cerevisiae","YPL181W","YPL181W.S1","CTI6"
"1777965_at","Schizosaccharomyces pombe","SPAC2G11.12","SPAC2G11.12.S1","---"
"1777966_at","Saccharomyces cerevisiae","YPL096W","YPL096W.S1","PNG1"
"1777967_at","Saccharomyces cerevisiae","YDR478W","YDR478W.S1","SNM1"
"1777968_at","Saccharomyces cerevisiae","YLR072W","YLR072W.S1","---"
"1777969_at","Schizosaccharomyces pombe","SPAC1142.07c","SPAC1142.07c.S1","---"
"1777970_at","Schizosaccharomyces pombe","SPBC1604.13c","SPBC1604.13c.S1","---"
"1777971_at","Saccharomyces cerevisiae","YKL127W","YKL127W.S1","PGM1"
"1777972_at","Saccharomyces cerevisiae","YGL081W","YGL081W.S1","---"
"1777973_at","Saccharomyces cerevisiae","YPR105C","YPR105C.S1","COG4"
"1777974_at","Schizosaccharomyces pombe","SPCC1494.01","SPCC1494.01.S1","---"
"1777975_at","Saccharomyces cerevisiae","YDR421W","YDR421W.S1","ARO80"
"1777976_at","Schizosaccharomyces pombe","SPBC14C8.03","SPBC14C8.03.S1","---"
"1777977_at","Schizosaccharomyces pombe","SPAPJ698.03c","SPAPJ698.03c.S1","---"
"1777978_at","Saccharomyces cerevisiae","YOR078W","YOR078W.S1","BUD21"
"1777979_at","Saccharomyces cerevisiae","YDR152W","YDR152W.S1","GIR2"
"1777980_at","Saccharomyces cerevisiae","YOL149W","YOL149W.S1","DCP1"
"1777981_at","Schizosaccharomyces pombe","SPAC14C4.06c","SPAC14C4.06c.S1","---"
"1777982_at","Saccharomyces cerevisiae","YOR096W","YOR096W.S1","RPS7A"
"1777983_at","Schizosaccharomyces pombe","SPAC19A8.08","SPAC19A8.08.S1","---"
"1777984_at","Schizosaccharomyces pombe","SPAP27G11.11c","SPAP27G11.11c.S1","---"
"1777985_at","Schizosaccharomyces pombe","SPCC4B3.02c","SPCC4B3.02c.S1","---"
"1777986_at","Saccharomyces cerevisiae","YMR130W","YMR130W.S1","---"
"1777987_at","Saccharomyces cerevisiae","YDR444W","YDR444W.S1","---"
"1777988_at","Saccharomyces cerevisiae","YGR280C","YGR280C.S1","PXR1"
"1777989_at","Saccharomyces cerevisiae","YLR406C","YLR406C.S1","RPL31B"
"1777990_at","Saccharomyces cerevisiae","YOR293W","YOR293W.S1","RPS10A"
"1777991_at","Saccharomyces cerevisiae","YER184C","YER184C.S1","---"
"1777992_at","Schizosaccharomyces pombe","SPCC1739.07","SPCC1739.07.S1","---"
"1777993_at","Schizosaccharomyces pombe","SPAC17H9.01","SPAC17H9.01.S1","---"
"1777994_at","Schizosaccharomyces pombe","SPAC3A12.11c","SPAC3A12.11c.S1","---"
"1777995_at","Schizosaccharomyces pombe","SPAC9E9.01","SPAC9E9.01.S1","---"
"1777996_at","Schizosaccharomyces pombe","SPBC1718.05","SPBC1718.05.S1","---"
"1777997_at","Saccharomyces cerevisiae","YMR162C","YMR162C.S1","DNF3"
"1777998_at","Schizosaccharomyces pombe","SPAC26A3.15c","SPAC26A3.15c.S1","---"
"1777999_at","Saccharomyces cerevisiae","YJR061W","YJR061W.S1","---"
"1778000_at","Saccharomyces cerevisiae","YGR257C","YGR257C.S1","MTM1"
"1778001_at","Saccharomyces cerevisiae","YOR030W","YOR030W.S1","DFG16"
"1778002_at","Schizosaccharomyces pombe","SPCC1682.08c","SPCC1682.08c.S1","---"
"1778003_at","Saccharomyces cerevisiae","YNL078W","YNL078W.S1","NIS1"
"1778004_at","Saccharomyces cerevisiae","YDR488C","YDR488C.S1","PAC11"
"1778005_at","Schizosaccharomyces pombe","SPAC2F3.01","SPAC2F3.01.S1","---"
"1778006_at","Saccharomyces cerevisiae","YHR016C","YHR016C.S1","YSC84"
"1778007_at","Schizosaccharomyces pombe","SPAC26F1.12c","SPAC26F1.12c.S1","---"
"1778008_at","Saccharomyces cerevisiae","YPR078C","YPR078C.S1","---"
"1778009_at","Schizosaccharomyces pombe","SPCC1795.08c","SPCC1795.08c.S1","---"
"1778010_at","Saccharomyces cerevisiae","YPL076W","YPL076W.S1","GPI2"
"1778011_at","Schizosaccharomyces pombe","SPAC13D6.02c","SPAC13D6.02c.S1","---"
"1778012_at","Schizosaccharomyces pombe","SPAC24H6.04","SPAC24H6.04.S1","---"
"1778013_at","Schizosaccharomyces pombe","SPAC2F3.13c","SPAC2F3.13c.S1","---"
"1778014_at","Saccharomyces cerevisiae","YMR222C","YMR222C.S1","FSH2"
"1778015_at","Schizosaccharomyces pombe","SPAC25A8.01c","SPAC25A8.01c.S1","---"
"1778016_at","Schizosaccharomyces pombe","SPBC13G1.11","SPBC13G1.11.S1","---"
"1778017_at","Saccharomyces cerevisiae","YIL062C","YIL062C.S1","ARC15"
"1778018_at","Saccharomyces cerevisiae","YOR142W","YOR142W.S1","LSC1"
"1778019_at","Schizosaccharomyces pombe","SPAC22A12.11","SPAC22A12.11.S1","---"
"1778020_at","Schizosaccharomyces pombe","SPCC16A11.09c","SPCC16A11.09c.S1","---"
"1778021_at","Saccharomyces cerevisiae","YKR023W","YKR023W.S1","---"
"1778022_at","Schizosaccharomyces pombe","SPBC16A3.17c","SPBC16A3.17c.S1","---"
"1778023_at","Saccharomyces cerevisiae","YDR176W","YDR176W.S1","NGG1"
"1778024_at","Saccharomyces cerevisiae","YGR225W","YGR225W.S1","AMA1"
"1778025_at","Saccharomyces cerevisiae","YER180C-A","YER180C-A.S1","SLO1"
"1778026_at","Schizosaccharomyces pombe","SPAC1B1.04c","SPAC1B1.04c.S1","---"
"1778027_at","Schizosaccharomyces pombe","SPAC23G3.03","SPAC23G3.03.S1","---"
"1778028_at","Schizosaccharomyces pombe","SPCC777.11","SPCC777.11.S1","---"
"1778029_at","Saccharomyces cerevisiae","YBR222C","YBR222C.S1","PCS60"
"1778030_at","Saccharomyces cerevisiae","YLR163C","YLR163C.S1","MAS1"
"1778031_at","Saccharomyces cerevisiae","YPL157W","YPL157W.S1","TGS1"
"1778032_at","Schizosaccharomyces pombe","SPBC839.03c","SPBC839.03c.S1","---"
"1778033_at","Saccharomyces cerevisiae","YKL040C","YKL040C.S1","NFU1"
"1778034_at","Saccharomyces cerevisiae","YMR028W","YMR028W.S1","TAP42"
"1778035_at","Saccharomyces cerevisiae","YLR304C","YLR304C.S1","ACO1"
"1778036_at","Schizosaccharomyces pombe","SPBC14F5.06","SPBC14F5.06.S1","---"
"1778037_at","Schizosaccharomyces pombe","SPBC29A10.09c","SPBC29A10.09c.S1","---"
"1778038_at","Saccharomyces cerevisiae","YDR091C","YDR091C.S1","RLI1"
"1778039_s_at","Schizosaccharomyces pombe","SPBPB8B6.05c","SPBPB8B6.05c.S1","---"
"1778040_at","Saccharomyces cerevisiae","YKR076W","YKR076W.S1","ECM4"
"1778041_at","Schizosaccharomyces pombe","SPBPB2B2.18","SPBPB2B2.18.S1","---"
"1778042_at","Saccharomyces cerevisiae","YMR060C","YMR060C.S1","SAM37"
"1778043_at","Saccharomyces cerevisiae","YCL028W","YCL028W.S1","RNQ1"
"1778044_at","Saccharomyces cerevisiae","YGR203W","YGR203W.S1","---"
"1778045_at","Saccharomyces cerevisiae","YAL033W","YAL033W.S1","POP5"
"1778046_at","Saccharomyces cerevisiae","YBR229C","YBR229C.S1","ROT2"
"1778047_at","Schizosaccharomyces pombe","SPBC359.06","SPBC359.06.S1","---"
"1778048_at","Schizosaccharomyces pombe","SPBC713.06","SPBC713.06.S1","---"
"1778049_at","Schizosaccharomyces pombe","SPAC6F12.13c","SPAC6F12.13c.S1","---"
"1778050_at","Schizosaccharomyces pombe","SPCC1259.11c","SPCC1259.11c.S1","---"
"1778051_at","Saccharomyces cerevisiae","YLR086W","YLR086W.S1","SMC4"
"1778052_at","Saccharomyces cerevisiae","YKR064W","YKR064W.S1","OAF3"
"1778053_at","Saccharomyces cerevisiae","YBR054W","YBR054W.S1","YRO2"
"1778054_at","Schizosaccharomyces pombe","SPCC553.01c","SPCC553.01c.S1","---"
"1778055_at","Saccharomyces cerevisiae","YPL129W","YPL129W.S1","TAF14"
"1778056_at","Schizosaccharomyces pombe","SPAC637.04","SPAC637.04.S1","---"
"1778057_at","Saccharomyces cerevisiae","YHR115C","YHR115C.S1","DMA1"
"1778058_at","Schizosaccharomyces pombe","SPBC106.19","SPBC106.19.S1","---"
"1778059_at","Schizosaccharomyces pombe","SPBC28F2.09","SPBC28F2.09.S1","---"
"1778060_at","Schizosaccharomyces pombe","SPAC806.08c","SPAC806.08c.S1","---"
"1778061_at","Saccharomyces cerevisiae","YGR021W","YGR021W.S1","---"
"1778062_at","Schizosaccharomyces pombe","SPBC713.02c","SPBC713.02c.S1","---"
"1778063_at","Saccharomyces cerevisiae","YPL093W","YPL093W.S1","NOG1"
"1778064_at","Saccharomyces cerevisiae","YJR084W","YJR084W.S1","CSN12"
"1778065_at","Saccharomyces cerevisiae","YOR380W","YOR380W.S1","RDR1"
"1778066_at","Schizosaccharomyces pombe","SPBC3E7.09","SPBC3E7.09.S1","---"
"1778067_at","Schizosaccharomyces pombe","SPBP4G3.02","SPBP4G3.02.S1","---"
"1778068_at","Schizosaccharomyces pombe","SPBC56F2.06","SPBC56F2.06.S1","---"
"1778069_at","Schizosaccharomyces pombe","SPBC11B10.09","SPBC11B10.09.S1","---"
"1778070_at","Schizosaccharomyces pombe","SPCC23B6.01c","SPCC23B6.01c.S1","---"
"1778071_at","Schizosaccharomyces pombe","SPAC3A11.11c","SPAC3A11.11c.S1","---"
"1778072_at","Schizosaccharomyces pombe","SPAC2C4.15c","SPAC2C4.15c.S1","---"
"1778073_at","Saccharomyces cerevisiae","YOL093W","YOL093W.S1","TRM10"
"1778074_at","Schizosaccharomyces pombe","SPCC1442.15c","SPCC1442.15c.S1","---"
"1778075_at","Saccharomyces cerevisiae","YLR187W","YLR187W.S1","SKG3"
"1778076_at","Saccharomyces cerevisiae","YBR284W","YBR284W.S1","---"
"1778077_at","Saccharomyces cerevisiae","YJR015W","YJR015W.S1","---"
"1778078_at","Saccharomyces cerevisiae","YPL069C","YPL069C.S1","BTS1"
"1778079_at","Saccharomyces cerevisiae","YGR142W","YGR142W.S1","BTN2"
"1778080_at","Schizosaccharomyces pombe","SPBP8B7.13","SPBP8B7.13.S1","---"
"1778081_at","Saccharomyces cerevisiae","YML005W","YML005W.S1","TRM12"
"1778082_at","Schizosaccharomyces pombe","SPBC56F2.09c","SPBC56F2.09c.S1","---"
"1778083_at","Schizosaccharomyces pombe","SPAC25H1.08c","SPAC25H1.08c.S1","---"
"1778084_at","Saccharomyces cerevisiae","YNL122C","YNL122C.S1","---"
"1778085_at","Saccharomyces cerevisiae","YLR223C","YLR223C.S1","IFH1"
"1778087_at","Schizosaccharomyces pombe","SPCC16A11.10c","SPCC16A11.10c.S1","---"
"1778088_at","Saccharomyces cerevisiae","YLR046C","YLR046C.S1","---"
"1778089_at","Saccharomyces cerevisiae","YPL252C","YPL252C.S1","YAH1"
"1778090_at","Saccharomyces cerevisiae","YKR053C","YKR053C.S1","YSR3"
"1778091_at","Saccharomyces cerevisiae","YDR302W","YDR302W.S1","GPI11"
"1778092_at","Saccharomyces cerevisiae","YGR200C","YGR200C.S1","ELP2"
"1778093_at","Saccharomyces cerevisiae","YER141W","YER141W.S1","COX15"
"1778095_at","Saccharomyces cerevisiae","YER115C","YER115C.S1","SPR6"
"1778096_at","Saccharomyces cerevisiae","YHR172W","YHR172W.S1","SPC97"
"1778097_at","Saccharomyces cerevisiae","YNL135C","YNL135C.S1","FPR1"
"1778098_at","Saccharomyces cerevisiae","YPR046W","YPR046W.S1","MCM16"
"1778099_at","Saccharomyces cerevisiae","YHR064C","YHR064C.S1","SSZ1"
"1778100_at","Saccharomyces cerevisiae","YJL051W","YJL051W.S1","---"
"1778101_at","Schizosaccharomyces pombe","SPAC23A1.06c","SPAC23A1.06c.S1","---"
"1778102_at","Schizosaccharomyces pombe","SPCC1795.04c","SPCC1795.04c.S1","---"
"1778103_at","Saccharomyces cerevisiae","YGR234W","YGR234W.S1","YHB1"
"1778104_at","Saccharomyces cerevisiae","YNL280C","YNL280C.S1","ERG24"
"1778105_at","Saccharomyces cerevisiae","YNL092W","YNL092W.S1","---"
"1778106_x_at","Saccharomyces cerevisiae","YLR462W","YLR462W.S1","---"
"1778107_at","Saccharomyces cerevisiae","YJL143W","YJL143W.S1","TIM17"
"1778108_at","Schizosaccharomyces pombe","SPBC19C7.06","SPBC19C7.06.S1","---"
"1778109_at","Saccharomyces cerevisiae","YMR297W","YMR297W.S1","PRC1"
"1778110_at","Schizosaccharomyces pombe","SPAC17G6.06","SPAC17G6.06.S1","---"
"1778111_at","Saccharomyces cerevisiae","YDR384C","YDR384C.S1","ATO3"
"1778112_at","Saccharomyces cerevisiae","YOR371C","YOR371C.S1","GPB1"
"1778113_at","Schizosaccharomyces pombe","SPBC11C11.03","SPBC11C11.03.S1","---"
"1778114_at","Schizosaccharomyces pombe","SPBC16E9.18","SPBC16E9.18.S1","---"
"1778115_at","Schizosaccharomyces pombe","SPAC11H11.02c","SPAC11H11.02c.S1","---"
"1778116_at","Schizosaccharomyces pombe","SPBC36B7.04","SPBC36B7.04.S1","---"
"1778117_at","Saccharomyces cerevisiae","YKL007W","YKL007W.S1","CAP1"
"1778118_at","Schizosaccharomyces pombe","SPAC22F3.13","SPAC22F3.13.S1","---"
"1778119_at","Saccharomyces cerevisiae","YAR003W","YAR003W.S1","SWD1"
"1778120_at","Saccharomyces cerevisiae","YLR017W","YLR017W.S1","MEU1"
"1778121_s_at","Saccharomyces cerevisiae","YCR104W","YCR104W.S1","PAU15 /// PAU3"
"1778122_at","Schizosaccharomyces pombe","SPBC146.01","SPBC146.01.S1","---"
"1778123_at","Saccharomyces cerevisiae","YDR013W","YDR013W.S1","PSF1"
"1778124_at","Saccharomyces cerevisiae","YHR017W","YHR017W.S1","YSC83"
"1778125_at","Saccharomyces cerevisiae","YEL025C","YEL025C.S1","---"
"1778126_at","Schizosaccharomyces pombe","SPCC1183.02","SPCC1183.02.S1","---"
"1778127_at","Schizosaccharomyces pombe","SPAC29E6.10c","SPAC29E6.10c.S1","---"
"1778128_at","Saccharomyces cerevisiae","YHL016C","YHL016C.S1","DUR3"
"1778129_at","Schizosaccharomyces pombe","SPAC31A2.09c","SPAC31A2.09c.S1","---"
"1778130_at","Saccharomyces cerevisiae","YER033C","YER033C.S1","ZRG8"
"1778131_at","Saccharomyces cerevisiae","YMR157C","YMR157C.S1","---"
"1778132_at","Schizosaccharomyces pombe","SPAC30C2.04","SPAC30C2.04.S1","---"
"1778133_s_at","Saccharomyces cerevisiae","YGL076C","YGL076C.S1","RPL7A /// RPL7B"
"1778134_at","Schizosaccharomyces pombe","SPCC162.11c","SPCC162.11c.S1","---"
"1778135_at","Schizosaccharomyces pombe","SPBC4B4.03","SPBC4B4.03.S1","---"
"1778136_at","Schizosaccharomyces pombe","SPCC4B3.15","SPCC4B3.15.S1","---"
"1778137_s_at","Schizosaccharomyces pombe","SPBCPT2R1.05c","SPBCPT2R1.05c.S1","---"
"1778138_at","Schizosaccharomyces pombe","SPBC11G11.05","SPBC11G11.05.S1","---"
"1778139_at","Saccharomyces cerevisiae","YNL133C","YNL133C.S1","FYV6"
"1778140_x_at","Schizosaccharomyces pombe","SPCC830.02","SPCC830.02.S1","---"
"1778141_at","Saccharomyces cerevisiae","YCL025C","YCL025C.S1","AGP1"
"1778142_at","Saccharomyces cerevisiae","YBR117C","YBR117C.S1","TKL2"
"1778143_at","Saccharomyces cerevisiae","YBR087W","YBR087W.S1","RFC5"
"1778144_at","Saccharomyces cerevisiae","YGL125W","YGL125W.S1","MET13"
"1778145_at","Saccharomyces cerevisiae","YHR031C","YHR031C.S1","RRM3"
"1778146_at","Saccharomyces cerevisiae","YNL056W","YNL056W.S1","OCA2"
"1778147_at","Saccharomyces cerevisiae","YJL062W","YJL062W.S1","LAS21"
"1778148_at","Schizosaccharomyces pombe","SPAC14C4.05c","SPAC14C4.05c.S1","---"
"1778149_at","Saccharomyces cerevisiae","YDR034W-B","YDR034W-B.S1","---"
"1778150_at","Schizosaccharomyces pombe","SPBPB2B2.04","SPBPB2B2.04.S1","---"
"1778151_at","Saccharomyces cerevisiae","YNL191W","YNL191W.S1","DUG3"
"1778152_at","Schizosaccharomyces pombe","SPAC22A12.13","SPAC22A12.13.S1","---"
"1778153_at","Saccharomyces cerevisiae","YHR022C","YHR022C.S1","---"
"1778154_at","Saccharomyces cerevisiae","YJL037W","YJL037W.S1","---"
"1778155_at","Saccharomyces cerevisiae","YJL118W","YJL118W.S1","---"
"1778156_at","Saccharomyces cerevisiae","YNL220W","YNL220W.S1","ADE12"
"1778158_at","Schizosaccharomyces pombe","SPBC651.05c","SPBC651.05c.S1","---"
"1778159_at","Schizosaccharomyces pombe","SPCC18B5.04","SPCC18B5.04.S1","---"
"1778160_at","Saccharomyces cerevisiae","YDR028C","YDR028C.S1","REG1"
"1778161_at","Schizosaccharomyces pombe","SPBC15D4.02","SPBC15D4.02.S1","---"
"1778162_at","Schizosaccharomyces pombe","SPBC18E5.12c","SPBC18E5.12c.S1","---"
"1778163_at","Schizosaccharomyces pombe","SPCC613.07","SPCC613.07.S1","---"
"1778164_at","Schizosaccharomyces pombe","SPBC19C2.11c","SPBC19C2.11c.S1","---"
"1778165_at","Saccharomyces cerevisiae","YDR296W","YDR296W.S1","MHR1"
"1778166_at","Schizosaccharomyces pombe","SPCC777.03c","SPCC777.03c.S1","---"
"1778167_at","Saccharomyces cerevisiae","YPL094C","YPL094C.S1","SEC62"
"1778168_at","Saccharomyces cerevisiae","YLR085C","YLR085C.S1","ARP6"
"1778169_at","Schizosaccharomyces pombe","SPBC36.07","SPBC36.07.S1","---"
"1778170_at","Saccharomyces cerevisiae","YER092W","YER092W.S1","IES5"
"1778171_at","Schizosaccharomyces pombe","SPAC521.02","SPAC521.02.S1","---"
"1778172_at","Schizosaccharomyces pombe","SPCC24B10.03","SPCC24B10.03.S1","---"
"1778173_at","Saccharomyces cerevisiae","YOR241W","YOR241W.S1","MET7"
"1778174_at","Saccharomyces cerevisiae","YBR204C","YBR204C.S1","---"
"1778175_at","Schizosaccharomyces pombe","SPAC19A8.07c","SPAC19A8.07c.S1","---"
"1778176_at","Schizosaccharomyces pombe","SPAC4D7.04c","SPAC4D7.04c.S1","---"
"1778177_at","Saccharomyces cerevisiae","YGL035C","YGL035C.S1","MIG1"
"1778178_at","Schizosaccharomyces pombe","SPCC338.06c","SPCC338.06c.S1","---"
"1778179_at","Schizosaccharomyces pombe","SPBPB2B2.03c","SPBPB2B2.03c.S1","---"
"1778180_at","Saccharomyces cerevisiae","YLR378C","YLR378C.S1","SEC61"
"1778181_at","Saccharomyces cerevisiae","YPL166W","YPL166W.S1","ATG29"
"1778182_at","Schizosaccharomyces pombe","SPAC644.14c","SPAC644.14c.S1","---"
"1778183_at","Saccharomyces cerevisiae","YOR328W","YOR328W.S1","PDR10"
"1778184_at","Saccharomyces cerevisiae","YOL114C","YOL114C.S1","---"
"1778185_at","Saccharomyces cerevisiae","YDR536W","YDR536W.S1","STL1"
"1778186_at","Schizosaccharomyces pombe","SPCC622.21","SPCC622.21.S1","---"
"1778187_at","Saccharomyces cerevisiae","YKL222C","YKL222C.S1","---"
"1778188_at","Saccharomyces cerevisiae","YHL013C","YHL013C.S1","OTU2"
"1778189_at","Saccharomyces cerevisiae","YMR120C","YMR120C.S1","ADE17"
"1778190_at","Saccharomyces cerevisiae","YGL099W","YGL099W.S1","LSG1"
"1778191_at","Saccharomyces cerevisiae","YGR042W","YGR042W.S1","---"
"1778192_at","Saccharomyces cerevisiae","YDR170C","YDR170C.S1","SEC7"
"1778193_at","Saccharomyces cerevisiae","YMR117C","YMR117C.S1","SPC24"
"1778194_at","Saccharomyces cerevisiae","YBR038W","YBR038W.S1","CHS2"
"1778195_at","Schizosaccharomyces pombe","SPAC1805.12c","SPAC1805.12c.S1","---"
"1778196_at","Saccharomyces cerevisiae","YKR095W","YKR095W.S1","MLP1"
"1778197_at","Saccharomyces cerevisiae","YGL183C","YGL183C.S1","MND1"
"1778198_at","Saccharomyces cerevisiae","YDR050C","YDR050C.S1","TPI1"
"1778199_at","Saccharomyces cerevisiae","YJL073W","YJL073W.S1","JEM1"
"1778200_at","Saccharomyces cerevisiae","YER187W","YER187W.S1","---"
"1778201_at","Saccharomyces cerevisiae","YDL129W","YDL129W.S1","---"
"1778202_at","Saccharomyces cerevisiae","YOR001W","YOR001W.S1","RRP6"
"1778203_at","Saccharomyces cerevisiae","YOR161C","YOR161C.S1","PNS1"
"1778204_at","Saccharomyces cerevisiae","YLR035C","YLR035C.S1","MLH2"
"1778205_at","Saccharomyces cerevisiae","YOL065C","YOL065C.S1","INP54"
"1778206_at","Schizosaccharomyces pombe","SPAC1420.02c","SPAC1420.02c.S1","---"
"1778207_at","Schizosaccharomyces pombe","SPAC4F8.08","SPAC4F8.08.S1","---"
"1778208_at","Schizosaccharomyces pombe","SPAC1486.08","SPAC1486.08.S1","---"
"1778209_at","Saccharomyces cerevisiae","YMR286W","YMR286W.S1","MRPL33"
"1778210_at","Schizosaccharomyces pombe","SPBC30D10.14","SPBC30D10.14.S1","---"
